INFO 2020-07-08 20:01:20,869 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-09 18:53:09,184 basehttp 157 "GET /admin/home/nav/add/ HTTP/1.1" 200 6928
INFO 2020-07-09 18:53:09,222 basehttp 157 "GET /admin/jsi18n/ HTTP/1.1" 200 3223
INFO 2020-07-09 18:55:39,125 basehttp 157 "POST /admin/home/nav/add/ HTTP/1.1" 302 0
INFO 2020-07-09 18:55:39,202 basehttp 157 "GET /admin/home/nav/ HTTP/1.1" 200 6718
INFO 2020-07-09 18:55:39,239 basehttp 157 "GET /admin/jsi18n/ HTTP/1.1" 200 3223
INFO 2020-07-09 18:55:44,573 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 18:55:44,581 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 18:55:44,635 basehttp 157 "GET /media/banner/02_cS3rhVF.png HTTP/1.1" 304 0
INFO 2020-07-09 18:55:44,641 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 18:55:44,651 basehttp 157 "GET /media/banner/03_KAD2l21.png HTTP/1.1" 304 0
INFO 2020-07-09 18:55:44,651 basehttp 157 "GET /media/banner/01_Vggz1hd.png HTTP/1.1" 304 0
INFO 2020-07-09 20:02:50,008 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 20:03:47,388 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 20:05:16,839 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 20:10:34,333 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 20:10:34,562 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 20:10:34,628 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 20:10:34,909 basehttp 157 "GET /media/banner/01_Vggz1hd.png HTTP/1.1" 304 0
INFO 2020-07-09 20:10:34,911 basehttp 157 "GET /media/banner/02_cS3rhVF.png HTTP/1.1" 304 0
INFO 2020-07-09 20:10:34,913 basehttp 157 "GET /media/banner/03_KAD2l21.png HTTP/1.1" 304 0
INFO 2020-07-09 20:10:46,747 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 20:10:46,766 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 20:10:46,889 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 20:10:47,727 basehttp 157 "GET /admin/home/nav/ HTTP/1.1" 200 6529
INFO 2020-07-09 20:15:53,696 autoreload 222 C:\Users\杨洪举\PycharmProjects\bz\bz_edu\bz_edu\apps\user\admin.py changed, reloading.
INFO 2020-07-09 20:16:13,119 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-09 20:16:25,859 autoreload 598 Watching for file changes with StatReloader
WARNING 2020-07-09 20:16:29,769 log 228 Not Found: /
WARNING 2020-07-09 20:16:29,770 basehttp 157 "GET / HTTP/1.1" 404 2150
INFO 2020-07-09 20:16:37,217 basehttp 157 "GET /admin/ HTTP/1.1" 200 7288
INFO 2020-07-09 20:16:42,220 basehttp 157 "GET /admin/user/userinfo/add/ HTTP/1.1" 200 14341
INFO 2020-07-09 20:16:42,468 basehttp 157 "GET /admin/jsi18n/ HTTP/1.1" 200 3223
INFO 2020-07-09 20:16:42,555 basehttp 157 "GET /static/admin/js/admin/DateTimeShortcuts.js HTTP/1.1" 200 20232
INFO 2020-07-09 20:16:42,624 basehttp 157 "GET /static/admin/js/calendar.js HTTP/1.1" 200 7777
INFO 2020-07-09 20:16:42,879 basehttp 157 "GET /static/admin/img/icon-calendar.svg HTTP/1.1" 200 1086
INFO 2020-07-09 20:16:42,884 basehttp 157 "GET /static/admin/img/icon-clock.svg HTTP/1.1" 200 677
INFO 2020-07-09 20:17:23,551 basehttp 157 "POST /admin/user/userinfo/add/ HTTP/1.1" 302 0
INFO 2020-07-09 20:17:23,811 basehttp 157 "GET /admin/user/userinfo/ HTTP/1.1" 200 4744
INFO 2020-07-09 20:17:23,924 basehttp 157 "GET /admin/jsi18n/ HTTP/1.1" 200 3223
INFO 2020-07-09 20:21:59,736 autoreload 222 C:\Users\杨洪举\PycharmProjects\bz\bz_edu\bz_edu\urls.py changed, reloading.
INFO 2020-07-09 20:22:06,522 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-09 20:29:05,246 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-09 20:32:38,427 autoreload 222 C:\Users\杨洪举\PycharmProjects\bz\bz_edu\bz_edu\apps\user\views.py changed, reloading.
INFO 2020-07-09 20:32:42,173 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-09 20:40:29,493 autoreload 598 Watching for file changes with StatReloader
WARNING 2020-07-09 20:40:41,991 log 228 Not Found: /
WARNING 2020-07-09 20:40:41,992 basehttp 157 "GET / HTTP/1.1" 404 2255
INFO 2020-07-09 20:40:53,416 basehttp 157 "GET /user/login HTTP/1.1" 301 0
WARNING 2020-07-09 20:40:53,919 log 228 Method Not Allowed: /user/login/
WARNING 2020-07-09 20:40:53,921 basehttp 157 "GET /user/login/ HTTP/1.1" 405 7693
INFO 2020-07-09 20:40:54,070 basehttp 157 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 200 3385
INFO 2020-07-09 20:40:54,092 basehttp 157 "GET /static/rest_framework/css/prettify.css HTTP/1.1" 200 817
INFO 2020-07-09 20:40:54,097 basehttp 157 "GET /static/rest_framework/css/default.css HTTP/1.1" 200 1131
INFO 2020-07-09 20:40:54,098 basehttp 157 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121457
INFO 2020-07-09 20:40:54,101 basehttp 157 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 200 1719
INFO 2020-07-09 20:40:54,124 basehttp 157 "GET /static/rest_framework/js/default.js HTTP/1.1" 200 1268
INFO 2020-07-09 20:40:54,153 basehttp 157 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 200 13632
INFO 2020-07-09 20:40:54,160 basehttp 157 "GET /static/rest_framework/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
INFO 2020-07-09 20:40:54,167 basehttp 157 "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 200 3597
INFO 2020-07-09 20:40:54,208 basehttp 157 "GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458
INFO 2020-07-09 20:40:54,214 basehttp 157 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 200 37608
WARNING 2020-07-09 20:41:06,289 log 228 Bad Request: /user/login/
WARNING 2020-07-09 20:41:06,290 basehttp 157 "POST /user/login/ HTTP/1.1" 400 7728
WARNING 2020-07-09 20:41:39,183 log 228 Bad Request: /user/login/
WARNING 2020-07-09 20:41:39,184 basehttp 157 "POST /user/login/ HTTP/1.1" 400 7731
WARNING 2020-07-09 20:41:46,601 log 228 Bad Request: /user/login/
WARNING 2020-07-09 20:41:46,602 basehttp 157 "POST /user/login/ HTTP/1.1" 400 7731
WARNING 2020-07-09 20:43:08,280 log 228 Bad Request: /user/login/
WARNING 2020-07-09 20:43:08,282 basehttp 157 "POST /user/login/ HTTP/1.1" 400 7728
INFO 2020-07-09 20:43:40,561 basehttp 157 "POST /user/login/ HTTP/1.1" 200 7892
INFO 2020-07-09 20:44:05,161 basehttp 157 "GET /user/captcha/?username=admin HTTP/1.1" 200 140
INFO 2020-07-09 20:44:14,635 basehttp 157 "GET /user/captcha/?username=admin HTTP/1.1" 200 140
INFO 2020-07-09 20:58:48,333 basehttp 157 "GET /user/captcha/?username=admin HTTP/1.1" 200 140
INFO 2020-07-09 20:59:56,551 autoreload 222 C:\Users\杨洪举\PycharmProjects\bz\bz_edu\bz_edu\settings\develop.py changed, reloading.
INFO 2020-07-09 21:00:03,970 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-09 21:00:15,233 basehttp 157 "GET /user/captcha/?username=admin HTTP/1.1" 200 140
WARNING 2020-07-09 21:05:03,911 log 228 Bad Request: /user/captcha/
WARNING 2020-07-09 21:05:03,912 basehttp 157 "GET /user/captcha/?username= HTTP/1.1" 400 29
INFO 2020-07-09 21:05:18,156 basehttp 157 "GET /user/captcha/?username=admin HTTP/1.1" 200 140
INFO 2020-07-09 21:07:37,721 basehttp 157 "OPTIONS /user/login/ HTTP/1.1" 200 0
INFO 2020-07-09 21:07:38,079 basehttp 157 "POST /user/login/ HTTP/1.1" 200 222
INFO 2020-07-09 21:07:38,409 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 21:07:38,422 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 21:07:38,489 basehttp 157 "GET /media/banner/02_cS3rhVF.png HTTP/1.1" 304 0
INFO 2020-07-09 21:07:38,492 basehttp 157 "GET /media/banner/01_Vggz1hd.png HTTP/1.1" 304 0
INFO 2020-07-09 21:07:38,493 basehttp 157 "GET /media/banner/03_KAD2l21.png HTTP/1.1" 304 0
INFO 2020-07-09 21:07:38,607 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 21:09:06,096 basehttp 157 "OPTIONS /user/login/ HTTP/1.1" 200 0
INFO 2020-07-09 21:09:06,612 basehttp 157 "POST /user/login/ HTTP/1.1" 200 222
INFO 2020-07-09 21:09:07,007 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 21:09:07,008 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 21:09:07,045 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 21:09:07,121 basehttp 157 "GET /media/banner/02_cS3rhVF.png HTTP/1.1" 200 364808
INFO 2020-07-09 21:09:07,138 basehttp 157 "GET /media/banner/03_KAD2l21.png HTTP/1.1" 200 745382
INFO 2020-07-09 21:09:07,143 basehttp 157 "GET /media/banner/01_Vggz1hd.png HTTP/1.1" 200 737783
INFO 2020-07-09 21:24:15,343 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 21:24:15,467 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 21:24:15,504 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 21:24:15,634 basehttp 157 "GET /media/banner/02_cS3rhVF.png HTTP/1.1" 304 0
INFO 2020-07-09 21:24:31,848 basehttp 157 "POST /user/login/ HTTP/1.1" 200 222
INFO 2020-07-09 21:24:31,995 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 21:24:32,013 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 21:24:32,096 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 21:24:42,623 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 21:24:42,662 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 21:24:42,691 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 21:25:30,322 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 21:25:30,330 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 21:25:30,366 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 21:25:42,005 basehttp 157 "GET /user/captcha/?username=admin HTTP/1.1" 200 140
INFO 2020-07-09 21:25:56,690 basehttp 157 "OPTIONS /user/captcha/ HTTP/1.1" 200 0
INFO 2020-07-09 21:25:56,703 basehttp 157 "POST /user/captcha/ HTTP/1.1" 200 17
INFO 2020-07-09 21:25:57,017 basehttp 157 "POST /user/login/ HTTP/1.1" 200 222
INFO 2020-07-09 21:25:57,136 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 21:25:57,182 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 21:25:57,401 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:14:32,869 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:14:32,966 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 22:14:32,996 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:14:33,034 basehttp 157 "GET /media/banner/01_Vggz1hd.png HTTP/1.1" 304 0
INFO 2020-07-09 22:14:33,117 basehttp 157 "GET /media/banner/02_cS3rhVF.png HTTP/1.1" 304 0
INFO 2020-07-09 22:14:33,119 basehttp 157 "GET /media/banner/03_KAD2l21.png HTTP/1.1" 304 0
INFO 2020-07-09 22:16:10,010 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:16:10,049 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:16:10,094 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 22:16:19,384 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 22:16:19,444 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:16:19,480 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:22:04,842 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 22:22:04,858 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:22:04,893 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:22:27,298 basehttp 157 "GET /user/captcha/?username=admin HTTP/1.1" 200 140
INFO 2020-07-09 22:22:34,087 basehttp 157 "OPTIONS /user/captcha/ HTTP/1.1" 200 0
INFO 2020-07-09 22:22:34,096 basehttp 157 "POST /user/captcha/ HTTP/1.1" 200 17
INFO 2020-07-09 22:22:34,101 basehttp 157 "OPTIONS /user/login/ HTTP/1.1" 200 0
INFO 2020-07-09 22:22:34,280 basehttp 157 "POST /user/login/ HTTP/1.1" 200 222
INFO 2020-07-09 22:22:34,350 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 22:22:34,362 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:22:34,382 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:30:08,223 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:30:11,751 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:30:11,799 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:30:12,179 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 22:30:45,393 basehttp 157 "GET /user/captcha/?username=admin HTTP/1.1" 200 140
INFO 2020-07-09 22:30:52,457 basehttp 157 "OPTIONS /user/captcha/ HTTP/1.1" 200 0
INFO 2020-07-09 22:30:52,463 basehttp 157 "POST /user/captcha/ HTTP/1.1" 200 17
INFO 2020-07-09 22:30:52,468 basehttp 157 "OPTIONS /user/login/ HTTP/1.1" 200 0
INFO 2020-07-09 22:30:52,695 basehttp 157 "POST /user/login/ HTTP/1.1" 200 222
INFO 2020-07-09 22:30:52,926 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-09 22:30:52,927 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:30:52,927 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-09 22:30:53,017 basehttp 157 "GET /media/banner/02_cS3rhVF.png HTTP/1.1" 200 364808
INFO 2020-07-09 22:30:53,033 basehttp 157 "GET /media/banner/03_KAD2l21.png HTTP/1.1" 200 745382
INFO 2020-07-09 22:30:53,034 basehttp 157 "GET /media/banner/01_Vggz1hd.png HTTP/1.1" 200 737783
INFO 2020-07-11 19:28:13,735 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-11 19:31:55,760 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-11 19:31:55,776 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-11 19:31:55,803 basehttp 157 "GET /media/banner/02_cS3rhVF.png HTTP/1.1" 304 0
INFO 2020-07-11 19:31:55,811 basehttp 157 "GET /media/banner/01_Vggz1hd.png HTTP/1.1" 304 0
INFO 2020-07-11 19:31:55,823 basehttp 157 "GET /media/banner/03_KAD2l21.png HTTP/1.1" 304 0
INFO 2020-07-11 19:31:55,939 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-11 19:31:55,993 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-11 19:31:56,014 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-11 19:31:56,021 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-11 19:33:33,054 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-11 19:33:33,071 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-11 19:33:33,107 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
WARNING 2020-07-12 11:51:16,997 log 228 Bad Request: /user/mobile/13393870092
WARNING 2020-07-12 11:51:16,997 basehttp 157 "GET /user/mobile/13393870092 HTTP/1.1" 400 38
INFO 2020-07-12 11:51:30,713 basehttp 157 "GET /user/mobile/15937664487 HTTP/1.1" 200 16
ERROR 2020-07-12 11:51:41,184 exceptions 18 <user.views.SendMessageAPIView object at 0x0000021251020848> GET Error 10061 connecting to 127.0.0.1:6379. 由于目标计算机积极拒绝，无法连接。.
ERROR 2020-07-12 11:51:41,187 log 228 Internal Server Error: /user/sms/15937664487
ERROR 2020-07-12 11:51:41,188 basehttp 157 "GET /user/sms/15937664487 HTTP/1.1" 500 56
ERROR 2020-07-12 11:51:48,060 exceptions 18 <user.views.SendMessageAPIView object at 0x0000021251E5DAC8> GET Error 10061 connecting to 127.0.0.1:6379. 由于目标计算机积极拒绝，无法连接。.
ERROR 2020-07-12 11:51:48,061 log 228 Internal Server Error: /user/sms/15937664487
ERROR 2020-07-12 11:51:48,062 basehttp 157 "GET /user/sms/15937664487 HTTP/1.1" 500 56
INFO 2020-07-12 11:54:55,407 basehttp 157 "GET /user/mobile/15937664487 HTTP/1.1" 200 16
ERROR 2020-07-12 11:55:02,893 exceptions 18 <user.views.SendMessageAPIView object at 0x0000021252033048> GET Error 10061 connecting to 127.0.0.1:6379. 由于目标计算机积极拒绝，无法连接。.
ERROR 2020-07-12 11:55:02,893 log 228 Internal Server Error: /user/sms/15937664487
ERROR 2020-07-12 11:55:02,895 basehttp 157 "GET /user/sms/15937664487 HTTP/1.1" 500 56
INFO 2020-07-12 12:06:47,402 basehttp 157 "GET /user/mobile/15937664487 HTTP/1.1" 200 16
INFO 2020-07-12 12:08:16,074 autoreload 222 C:\Users\杨洪举\PycharmProjects\bz\bz_edu\utils\send_msg.py changed, reloading.
INFO 2020-07-12 12:08:37,737 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-12 12:10:16,929 basehttp 157 "GET /user/sms/15937664487 HTTP/1.1" 200 32
INFO 2020-07-12 12:11:45,090 basehttp 157 "GET /user/sms/15937664487 HTTP/1.1" 200 32
INFO 2020-07-12 12:13:22,503 basehttp 157 "GET /user/mobile/18613744985 HTTP/1.1" 200 16
INFO 2020-07-12 12:13:27,343 basehttp 157 "GET /user/sms/18613744985 HTTP/1.1" 200 32
INFO 2020-07-12 12:23:17,291 autoreload 222 C:\Users\杨洪举\PycharmProjects\bz\bz_edu\utils\send_msg.py changed, reloading.
INFO 2020-07-12 12:23:24,118 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-12 12:39:02,565 basehttp 157 "GET /user/mobile/18613744985 HTTP/1.1" 200 16
INFO 2020-07-12 12:39:10,934 basehttp 157 "GET /user/sms/18613744985 HTTP/1.1" 200 32
WARNING 2020-07-12 12:39:35,631 log 228 Bad Request: /user/sms/18613744985
WARNING 2020-07-12 12:39:35,631 basehttp 157 "GET /user/sms/18613744985 HTTP/1.1" 400 51
WARNING 2020-07-12 12:39:40,050 log 228 Bad Request: /user/sms/18613744985
WARNING 2020-07-12 12:39:40,051 basehttp 157 "GET /user/sms/18613744985 HTTP/1.1" 400 51
INFO 2020-07-12 12:40:12,907 basehttp 157 "GET /user/sms/18613744985 HTTP/1.1" 200 32
INFO 2020-07-12 12:44:21,271 autoreload 222 C:\Users\杨洪举\PycharmProjects\bz\bz_edu\utils\send_msg.py changed, reloading.
INFO 2020-07-12 12:44:36,842 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-12 12:45:52,813 basehttp 157 "GET /user/mobile/18613744985 HTTP/1.1" 200 16
INFO 2020-07-12 12:45:57,396 basehttp 157 "GET /user/sms/18613744985 HTTP/1.1" 200 32
INFO 2020-07-12 12:46:16,315 basehttp 157 "OPTIONS /user/register/ HTTP/1.1" 200 0
INFO 2020-07-12 12:46:16,946 basehttp 157 "POST /user/register/ HTTP/1.1" 201 213
INFO 2020-07-12 12:46:19,477 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-12 12:46:19,497 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-12 12:46:19,501 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-12 12:46:19,808 basehttp 157 "GET /media/banner/02_cS3rhVF.png HTTP/1.1" 200 364808
INFO 2020-07-12 12:46:19,833 basehttp 157 "GET /media/banner/01_Vggz1hd.png HTTP/1.1" 200 737783
INFO 2020-07-12 12:46:19,866 basehttp 157 "GET /media/banner/03_KAD2l21.png HTTP/1.1" 200 745382
INFO 2020-07-12 12:47:05,909 basehttp 157 "GET /user/captcha/?username=18613744985 HTTP/1.1" 200 140
INFO 2020-07-12 12:47:16,125 basehttp 157 "OPTIONS /user/captcha/ HTTP/1.1" 200 0
INFO 2020-07-12 12:47:16,139 basehttp 157 "POST /user/captcha/ HTTP/1.1" 200 17
INFO 2020-07-12 12:47:16,152 basehttp 157 "OPTIONS /user/login/ HTTP/1.1" 200 0
INFO 2020-07-12 12:47:16,488 basehttp 157 "POST /user/login/ HTTP/1.1" 200 218
INFO 2020-07-12 12:47:16,553 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
INFO 2020-07-12 12:47:16,555 basehttp 157 "GET /home/banner/ HTTP/1.1" 200 277
INFO 2020-07-12 12:47:16,598 basehttp 157 "GET /home/nav/ HTTP/1.1" 200 758
WARNING 2020-07-12 13:07:27,676 log 228 Bad Request: /user/mobile/74985
WARNING 2020-07-12 13:07:27,677 basehttp 157 "GET /user/mobile/74985 HTTP/1.1" 400 38
WARNING 2020-07-12 13:07:37,735 log 228 Not Found: /user/mobile/
WARNING 2020-07-12 13:07:37,736 basehttp 157 "GET /user/mobile/ HTTP/1.1" 404 3034
WARNING 2020-07-12 13:10:37,760 log 228 Not Found: /user/mobile/
WARNING 2020-07-12 13:10:37,761 basehttp 157 "GET /user/mobile/ HTTP/1.1" 404 3034
WARNING 2020-07-12 13:10:42,401 log 228 Not Found: /user/mobile/
WARNING 2020-07-12 13:10:42,402 basehttp 157 "GET /user/mobile/ HTTP/1.1" 404 3034
WARNING 2020-07-12 13:10:49,981 log 228 Not Found: /user/mobile/
WARNING 2020-07-12 13:10:49,983 basehttp 157 "GET /user/mobile/ HTTP/1.1" 404 3034
WARNING 2020-07-12 13:11:03,212 log 228 Not Found: /user/mobile/
WARNING 2020-07-12 13:11:03,214 basehttp 157 "GET /user/mobile/ HTTP/1.1" 404 3034
WARNING 2020-07-12 13:11:22,400 log 228 Bad Request: /user/mobile/7888
WARNING 2020-07-12 13:11:22,402 basehttp 157 "GET /user/mobile/7888 HTTP/1.1" 400 38
WARNING 2020-07-12 13:11:42,159 log 228 Not Found: /user/mobile/
WARNING 2020-07-12 13:11:42,160 basehttp 157 "GET /user/mobile/ HTTP/1.1" 404 3034
INFO 2020-07-12 13:17:43,890 autoreload 222 C:\Users\杨洪举\PycharmProjects\bz\bz_edu\bz_edu\apps\user\views.py changed, reloading.
INFO 2020-07-12 13:17:59,226 autoreload 598 Watching for file changes with StatReloader
WARNING 2020-07-12 13:18:04,985 log 228 Bad Request: /user/mobile/2134
WARNING 2020-07-12 13:18:04,987 basehttp 157 "GET /user/mobile/2134 HTTP/1.1" 400 38
WARNING 2020-07-12 13:18:12,547 log 228 Not Found: /user/mobile/
WARNING 2020-07-12 13:18:12,549 basehttp 157 "GET /user/mobile/ HTTP/1.1" 404 3034
WARNING 2020-07-12 13:18:21,931 log 228 Bad Request: /user/mobile/12145
WARNING 2020-07-12 13:18:21,932 basehttp 157 "GET /user/mobile/12145 HTTP/1.1" 400 38
WARNING 2020-07-12 13:18:27,139 log 228 Not Found: /user/mobile/
WARNING 2020-07-12 13:18:27,140 basehttp 157 "GET /user/mobile/ HTTP/1.1" 404 3034
INFO 2020-07-12 13:21:28,637 autoreload 222 C:\Users\杨洪举\PycharmProjects\bz\bz_edu\bz_edu\apps\user\views.py changed, reloading.
INFO 2020-07-12 13:21:31,667 autoreload 598 Watching for file changes with StatReloader
WARNING 2020-07-12 13:21:32,770 log 228 Not Found: /user/mobile/
WARNING 2020-07-12 13:21:32,771 basehttp 157 "GET /user/mobile/ HTTP/1.1" 404 3034
WARNING 2020-07-12 13:21:39,252 log 228 Bad Request: /user/mobile/4884
WARNING 2020-07-12 13:21:39,253 basehttp 157 "GET /user/mobile/4884 HTTP/1.1" 400 38
INFO 2020-07-12 13:22:17,645 autoreload 222 C:\Users\杨洪举\PycharmProjects\bz\bz_edu\bz_edu\apps\user\views.py changed, reloading.
INFO 2020-07-12 13:22:20,904 autoreload 598 Watching for file changes with StatReloader
WARNING 2020-07-12 13:22:23,202 log 228 Not Found: /user/mobile/
WARNING 2020-07-12 13:22:23,204 basehttp 157 "GET /user/mobile/ HTTP/1.1" 404 3034
WARNING 2020-07-12 13:22:52,921 log 228 Not Found: /user/mobile/
WARNING 2020-07-12 13:22:52,922 basehttp 157 "GET /user/mobile/ HTTP/1.1" 404 3034
INFO 2020-07-12 13:23:12,206 autoreload 598 Watching for file changes with StatReloader
WARNING 2020-07-12 13:23:20,878 log 228 Not Found: /user/mobile/
WARNING 2020-07-12 13:23:20,880 basehttp 157 "GET /user/mobile/ HTTP/1.1" 404 3034
INFO 2020-07-12 13:23:45,397 autoreload 598 Watching for file changes with StatReloader
INFO 2020-07-12 13:24:16,544 autoreload 222 C:\Users\杨洪举\PycharmProjects\bz\bz_edu\bz_edu\apps\user\views.py changed, reloading.
INFO 2020-07-12 13:24:19,526 autoreload 598 Watching for file changes with StatReloader
WARNING 2020-07-12 13:24:22,108 log 228 Bad Request: /user/mobile/755
WARNING 2020-07-12 13:24:22,109 basehttp 157 "GET /user/mobile/755 HTTP/1.1" 400 38
WARNING 2020-07-12 13:24:45,783 log 228 Bad Request: /user/mobile/121436
WARNING 2020-07-12 13:24:45,785 basehttp 157 "GET /user/mobile/121436 HTTP/1.1" 400 38
WARNING 2020-07-12 13:25:17,824 log 228 Bad Request: /user/mobile/18613744985
WARNING 2020-07-12 13:25:17,826 basehttp 157 "GET /user/mobile/18613744985 HTTP/1.1" 400 38
WARNING 2020-07-12 13:25:25,742 log 228 Not Found: /user/mobile/
